date,open,high,low,close,volume,adj close,dprice,kprice,ma_5,ma_30
2011-11-16,19.41,20.200001,19.370001000000002,19.559998999999998,606200,17.661108,17.525670951210174,17.525670951210174,17.330639400000006,14.8572418
2011-11-17,19.9,20.49,19.34,19.52,1153400,17.624992000000006,17.968101475409842,17.968101475409842,17.634020400000008,15.068826000000001
2011-11-18,19.700001,19.83,18.5,18.58,865200,16.776247,17.7875179050725,17.7875179050725,17.65207880000001,15.228943733333335
2011-11-21,18.27,18.5,17.52,18.02,792200,16.270613,16.49634292508324,16.49634292508324,17.31619300000001,15.36287686666667
2011-11-22,18.040001,18.629998999999998,17.75,18.309998999999998,342400,16.532458,16.288671498696313,16.288671498696313,16.973083600000006,15.489887533333338
2011-11-23,18.01,18.15,17.309998999999998,17.540001,397700,15.837210999999998,16.261582317469653,16.261582317469653,16.608304200000006,15.597635966666672
2011-11-25,17.66,17.77,17.309998999999998,17.360001,120500,15.674686,15.945560991615148,15.945560991615148,16.218243000000005,15.68371433333334
2011-11-28,17.799999,18.969998999999998,17.790001,18.66,653700,16.848481,16.07196918282524,16.07196918282524,16.232689800000006,15.801394866666673
2011-11-29,18.67,19.200001,18.299999,19.1,481000,17.245766,16.857510535078532,16.857510535078532,16.427720400000005,15.951580533333338
2011-11-30,19.6,19.9,19.129998999999998,19.5,530000,17.606932999999994,17.69722496410256,17.69722496410256,16.642615400000004,16.08370776666667
2011-12-01,19.540001,19.799999,19.110001,19.41,323100,17.52567,17.643050454697068,17.643050454697068,16.980307200000006,16.21372816666667
2011-12-02,19.51,20.01,19.0,19.200001,577100,17.336057999999998,17.615962185626966,17.615962185626966,17.31258160000001,16.3359233
2011-12-05,19.459999,19.5,18.040001,18.93,641500,17.092269,17.570815512294296,17.570815512294296,17.36133920000001,16.42410846666667
2011-12-06,19.01,19.01,18.459999,18.719998999999998,157900,16.902655,17.16450260227044,17.16450260227044,17.292717000000007,16.488215733333334
2011-12-07,18.65,19.48,18.459999,19.209999,343000,17.345086,16.839451886488902,16.839451886488902,17.240347600000007,16.591148566666668
2011-12-08,19.219998999999998,20.200001,19.02,19.549999,1542600,17.652078,17.354114519797264,17.354114519797264,17.265629200000006,16.694081399999998
2011-12-09,19.75,20.49,19.299999,20.42,1211100,18.437619,17.832662842801174,17.832662842801174,17.48594140000001,16.81055803333333
2011-12-12,19.98,20.0,19.5,19.950001,762000,18.013248,18.040334686700017,18.040334686700017,17.670137200000006,16.889112066666666
2011-12-13,20.35,21.0,18.75,18.85,1248400,17.020035999999998,18.374415522546414,18.374415522546414,17.693613400000007,16.95111253333333
2011-12-14,18.799999,19.4,18.299999,19.290001,886600,17.417320999999998,16.974888564426667,16.974888564426667,17.708060400000008,17.05705513333333
2011-12-15,19.51,19.75,19.23,19.629998999999998,437300,17.724312,17.61596254385953,17.61596254385953,17.722507200000006,17.068492099999997
2011-12-16,19.799999,19.9,19.629998999999998,19.84,437100,17.913926,17.87780831079002,17.87780831079002,17.61776860000001,17.110026433333324
2011-12-19,19.85,20.0,19.299999,19.379998999999998,291100,17.498582,17.922955140503362,17.922955140503362,17.514835400000006,17.135007199999997
2011-12-20,19.790001,20.84,19.5,20.83,1037800,18.807816,17.868780482372348,17.868780482372348,17.87239140000001,17.21777483333333
2011-12-21,20.85,20.85,20.049999,20.389999,463700,18.410531,18.82587494732099,18.82587494732099,18.071033400000008,17.27104703333333
2011-12-22,20.59,21.0,20.459999,20.59,651600,18.591116,18.591116,18.591116,18.24439420000001,17.35863023333333
2011-12-23,20.82,21.1,20.719998999999998,21.030001000000002,396500,18.988401,18.79878697200252,18.79878697200252,18.459289200000008,17.454640699999995
2011-12-27,21.09,21.6,20.75,21.48,664100,19.394714,19.04257533798883,19.04257533798883,18.838515600000004,17.544932666666664
2011-12-28,21.5,21.540001,20.35,20.41,515900,18.42859,19.412772415482607,19.412772415482607,18.762670400000005,17.560884266666662
2011-12-29,20.4,20.98,20.4,20.92,233300,18.889079000000002,18.419560783938817,18.419560783938817,18.858380000000004,17.582253399999995
2011-12-30,20.92,20.92,20.32,20.48,280800,18.491794,18.88907863671875,18.88907863671875,18.838515600000004,17.60994293333333
